Position,Track Name,Artist,Streams,date,region,spotify_id
53,Start Wit Me (feat. Gunna),Roddy Ricch,3529251,2019-12-06--2019-12-13,us,7A20WnLkjtZU2d7hIB6Ziu
54,bad vibes forever,XXXTENTACION,3522156,2019-12-06--2019-12-13,us,03eJ2DclFWXYU8GWgANdmZ
55,MIDDLE CHILD,J. Cole,3514521,2019-12-06--2019-12-13,us,2JvzF1RMd7lE3KmFlsyZD8
56,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,3405063,2019-12-06--2019-12-13,us,7CZyCXKG6d5ALeq41sLzbw
57,7 rings,Ariana Grande,3402241,2019-12-06--2019-12-13,us,6ocbgoVGwYJhOv1GgI9NsF
58,Holly Jolly Christmas,Michael Bublé,3400850,2019-12-06--2019-12-13,us,6tjituizSxwSmBB5vtgHZE
59,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,3376186,2019-12-06--2019-12-13,us,4kKdvXD0ez7jp1296JmAts
60,Peta (feat. Meek Mill),Roddy Ricch,3374721,2019-12-06--2019-12-13,us,4bl1HBZliBuYpFZjWgefE4
61,The Box,Roddy Ricch,3369069,2019-12-06--2019-12-13,us,0nbXyq5TXYPCO7pr3N8S4I
62,Stuck In A Dream (feat. Gunna),Lil Mosey,3338183,2019-12-06--2019-12-13,us,7iHHxY2NLlJRAmlAmC4ahQ
63,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,3326489,2019-12-06--2019-12-13,us,56AMYGJzxBO6p8v0wEe9de
64,Camelot,NLE Choppa,3302049,2019-12-06--2019-12-13,us,4sWuPniHClkInYAnzXAYUF
65,Vete,Bad Bunny,3256883,2019-12-06--2019-12-13,us,5DxXgozhkPLgrbKFY91w0c
66,White Christmas,Bing Crosby,3240896,2019-12-06--2019-12-13,us,4so0Wek9Ig1p6CRCHuINwW
67,"10,000 Hours (with Justin Bieber)",Dan + Shay,3224440,2019-12-06--2019-12-13,us,2wrJq5XKLnmhRXHIAf9xBa
68,when the party's over,Billie Eilish,3179780,2019-12-06--2019-12-13,us,43zdsphuZLzwA9k4DJhU0I
69,Lights Up,Harry Styles,3159245,2019-12-06--2019-12-13,us,5aJEh9Oqdz7PRLKTpH25pB
70,Do They Know It's Christmas? - 1984 Version,Band Aid,3119117,2019-12-06--2019-12-13,us,0247StOpd3AkeBQzANX4Zf
71,6 Kiss,Trippie Redd,3101189,2019-12-06--2019-12-13,us,7tgjDlQsMR8RvkdlNCJA58
72,Into the Unknown,Idina Menzel,3035810,2019-12-06--2019-12-13,us,3Z0oQ8r78OUaHvGPiDBR3W
73,Death,Trippie Redd,3022376,2019-12-06--2019-12-13,us,3Kd6Wp3lG5HXMB2dlvuy7y
74,Beautiful People (feat. Khalid),Ed Sheeran,2966539,2019-12-06--2019-12-13,us,70eFcWOvlMObDhURTqT4Fv
75,Feliz Navidad,José Feliciano,2930211,2019-12-06--2019-12-13,us,7taXf5odg9xCAZERYfyOkS
76,SLOW DANCING IN THE DARK,Joji,2923464,2019-12-06--2019-12-13,us,0rKtyWc8bvkriBthvHKY8d
77,Underneath the Tree,Kelly Clarkson,2921871,2019-12-06--2019-12-13,us,3nAp4IvdMPPWEH9uuXFFV5
78,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,2897434,2019-12-06--2019-12-13,us,7Lbxvt42JsNSKVCaN63qhD
79,Baby (Lil Baby feat. DaBaby),Quality Control,2868781,2019-12-06--2019-12-13,us,5MPPttjfGap2C6j6eKcO6J
80,Graduation (with Juice WRLD),benny blanco,2862026,2019-12-06--2019-12-13,us,6cjSh516BbrNUs213jDAGm
81,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,2854610,2019-12-06--2019-12-13,us,2pXpURmn6zC5ZYDMms6fwa
82,Let Me Know (I Wonder Why Freestyle),Juice WRLD,2849076,2019-12-06--2019-12-13,us,3wwo0bJvDSorOpNfzEkfXx
83,Black & White,Juice WRLD,2825010,2019-12-06--2019-12-13,us,1fCeXjoRExPP2qwSBh2aST
84,Going Bad (feat. Drake),Meek Mill,2816093,2019-12-06--2019-12-13,us,2IRZnDFmlqMuOrYOLnZZyc
85,Ex Bitch,XXXTENTACION,2814529,2019-12-06--2019-12-13,us,40KuvsFD0zpUFuCcmt5Xm0
86,SICKO MODE,Travis Scott,2795499,2019-12-06--2019-12-13,us,2xLMifQCjDGFmkHkpNLD9h
87,The London (feat. J. Cole & Travis Scott),Young Thug,2792830,2019-12-06--2019-12-13,us,3s4mrPrEFFPF0LmAfutW0n
88,Murder On My Mind,YNW Melly,2783138,2019-12-06--2019-12-13,us,7eBqSVxrzQZtK2mmgRG6lC
89,Yellow Hearts,Ant Saunders,2779962,2019-12-06--2019-12-13,us,2W4yABdLc4Jnds67Poi5Nl
90,Blue Christmas,Elvis Presley,2732949,2019-12-06--2019-12-13,us,3QiAAp20rPC3dcAtKtMaqQ
91,Panini,Lil Nas X,2712540,2019-12-06--2019-12-13,us,1000nHvUdawXuUHgBod4Wv
92,Drip Too Hard (Lil Baby & Gunna),Lil Baby,2711330,2019-12-06--2019-12-13,us,78QR3Wp35dqAhFEc2qAGjE
93,Wasted (feat. Lil Uzi Vert),Juice WRLD,2690305,2019-12-06--2019-12-13,us,1a7WZZZH7LzyvorhpOJFTe
94,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2674037,2019-12-06--2019-12-13,us,1wJRveJZLSb1rjhnUHQiv6
95,SAD!,XXXTENTACION,2659581,2019-12-06--2019-12-13,us,3ee8Jmje8o58CHK66QrVC2
96,lovely (with Khalid),Billie Eilish,2655316,2019-12-06--2019-12-13,us,0u2P5u6lvoDfwTYjAADbn4
97,Empty,Juice WRLD,2645637,2019-12-06--2019-12-13,us,41MCdlvXOl62B7Kv86Bb1v
98,Make No Sense,YoungBoy Never Broke Again,2642648,2019-12-06--2019-12-13,us,6klLvorLoo1sxvZcjJIY8I
99,Happy Xmas (War Is Over) - Remastered,John Lennon,2636922,2019-12-06--2019-12-13,us,3zJw3rugfpVrmBeDDnUYzy
100,Christmas Tree Farm,Taylor Swift,2622803,2019-12-06--2019-12-13,us,2mvabkN1i2gLnGAPUVdwek
101,Talk (feat. Disclosure),Khalid,2617194,2019-12-06--2019-12-13,us,6TqXcAFInzjp0bODyvrWEq
102,Enemies (feat. DaBaby),Post Malone,2615985,2019-12-06--2019-12-13,us,0Xek5rqai2jcOWCYWJfVCF
103,Pop Out (feat. Lil Tjay),Polo G,2602072,2019-12-06--2019-12-13,us,6uFn47ACjqYkc0jADwEdj1
104,Lalala,Y2K,2574451,2019-12-06--2019-12-13,us,51Fjme0JiitpyXKuyQiCDo
105,Run Rudolph Run - Single Version,Chuck Berry,2570486,2019-12-06--2019-12-13,us,2pnPe4pJtq7689i5ydzvJJ
106,EARFQUAKE,"Tyler, The Creator",2569318,2019-12-06--2019-12-13,us,5hVghJ4KaYES3BFUATCYn0
107,Fast,Juice WRLD,2528840,2019-12-06--2019-12-13,us,6MjNilJCVKJq0LfFvo5jWJ
108,Without Me,Halsey,2510257,2019-12-06--2019-12-13,us,5p7ujcrUXASCNwRaWNHR1C
109,F.N,Lil Tjay,2503642,2019-12-06--2019-12-13,us,0RLLvYBopDwooCyvnTwgYu
110,VALENTINO,24kGoldn,2498786,2019-12-06--2019-12-13,us,6piAUJJQFD8oHDUr0b7l7q
111,How Do You Sleep?,Sam Smith,2443029,2019-12-06--2019-12-13,us,6b2RcmUt1g9N9mQ3CbjX2Y
112,"thank u, next",Ariana Grande,2426565,2019-12-06--2019-12-13,us,3e9HZxeyfWwjeyPAMmWSSQ
113,Fine China,Future,2423370,2019-12-06--2019-12-13,us,5274I4mUMnYczyeXkGDWZN
114,Hear Me Calling,Juice WRLD,2421526,2019-12-06--2019-12-13,us,13ZyrkCDmRz5xY3seuAWYk
115,Hot (feat. Gunna),Young Thug,2406511,2019-12-06--2019-12-13,us,5Z8HZM6iQMhhqyPcCGY5g9
116,Graveyard,Halsey,2401771,2019-12-06--2019-12-13,us,6V9fHiv84WlVTg7CSnIVY2
117,Sucker,Jonas Brothers,2391507,2019-12-06--2019-12-13,us,22vgEDb5hykfaTwLuskFGD
118,I Fall Apart,Post Malone,2383420,2019-12-06--2019-12-13,us,75ZvA4QfFiZvzhj2xkaWAh
119,Jocelyn Flores,XXXTENTACION,2375395,2019-12-06--2019-12-13,us,7m9OqQk4RVRkw9JJdeAw96
120,Old Town Road - Remix,Lil Nas X,2345258,2019-12-06--2019-12-13,us,2YpeDb67231RjR0MgVLzsG
121,Better Now,Post Malone,2315274,2019-12-06--2019-12-13,us,7dt6x5M1jzdTEt8oCbisTK
122,1400 / 999 Freestyle,Trippie Redd,2304607,2019-12-06--2019-12-13,us,75lcPkAkUsKWHGBlGM476R
123,Liar,Camila Cabello,2291585,2019-12-06--2019-12-13,us,073ILU1C3APNRGF66VhtyA
124,Christmas (Baby Please Come Home),Mariah Carey,2285815,2019-12-06--2019-12-13,us,3PIDciSFdrQxSQSihim3hN
125,Like It's Christmas,Jonas Brothers,2267966,2019-12-06--2019-12-13,us,1OjmlSFuzYflWjSMTCyTJv
126,It's You,Ali Gatie,2262697,2019-12-06--2019-12-13,us,5DqdesEfbRyOlSS3Tf6c29
127,Who Needs Love,Trippie Redd,2260409,2019-12-06--2019-12-13,us,2ktxr00GpTtbMNeBjNeY8D
128,rockstar (feat. 21 Savage),Post Malone,2256619,2019-12-06--2019-12-13,us,0e7ipj03S05BNilyu5bRzt
129,One Thing Right,Marshmello,2247019,2019-12-06--2019-12-13,us,4hPpVbbakQNv8YTHYaOJP4
130,Feeling,Juice WRLD,2239810,2019-12-06--2019-12-13,us,2Jh3UqxnHJMyzMzku4uOtE
131,Before You Go,Lewis Capaldi,2233775,2019-12-06--2019-12-13,us,2gMXnyrvIjhVBUZwvLZDMP
132,Immortal,21 Savage,2213433,2019-12-06--2019-12-13,us,4IO8X9W69dIQe0EC5ALXhq
133,I Don't Care (with Justin Bieber),Ed Sheeran,2208894,2019-12-06--2019-12-13,us,0hVXuCcriWRGvwMV1r5Yn9
134,Happier,Marshmello,2203602,2019-12-06--2019-12-13,us,2dpaYNEQHiRxtZbfNsse99
135,Sanguine Paradise,Lil Uzi Vert,2198516,2019-12-06--2019-12-13,us,3XiNC94b4Tq1xwv70sQJGN
136,Maniac,Conan Gray,2197546,2019-12-06--2019-12-13,us,7hpJ9tATWb2vztlq99hERP
137,Have Yourself A Merry Little Christmas,Sam Smith,2185850,2019-12-06--2019-12-13,us,1Qi2wh8fFgDV7tl4Sj3f2K
138,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2185032,2019-12-06--2019-12-13,us,1KVczjazCcCCgM3gXXUl47
139,Hot Shower,Chance the Rapper,2169890,2019-12-06--2019-12-13,us,00ko9WaS4jOX1kEk3gvHjf
140,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2166405,2019-12-06--2019-12-13,us,2uFaJJtFpPDc5Pa95XzTvg
141,bury a friend,Billie Eilish,2158796,2019-12-06--2019-12-13,us,4SSnFejRGlZikf02HLewEF
142,Eastside (with Halsey & Khalid),benny blanco,2156288,2019-12-06--2019-12-13,us,7FGq80cy8juXBCD2nrqdWU
143,Good as Hell,Lizzo,2156203,2019-12-06--2019-12-13,us,3Yh9lZcWyKrK9GjbhuS0hR
144,Bad Bad Bad (feat. Lil Baby),Young Thug,2152289,2019-12-06--2019-12-13,us,1GeNui6m825V8jP4uKiIaH
145,Trampoline (with ZAYN),SHAED,2151752,2019-12-06--2019-12-13,us,1iQDltZqI7BXnHrFy4Qo1k
146,July,Noah Cyrus,2147083,2019-12-06--2019-12-13,us,5a6pdCHlWS2ekOOQ70QnAr
147,Suicidal,YNW Melly,2143907,2019-12-06--2019-12-13,us,1iSqfoUFnQwV0QW1EfUit8
148,PAID MY DUES,NF,2140881,2019-12-06--2019-12-13,us,18czZN7uruOjftj71Kt8oj
149,Family,The Chainsmokers,2134644,2019-12-06--2019-12-13,us,3TKpJrY9q49Mj1JOsM9zGL
150,Better,Khalid,2133660,2019-12-06--2019-12-13,us,6zeeWid2sgw4lap2jV61PZ
151,LOYAL (feat. Drake),PARTYNEXTDOOR,2128806,2019-12-06--2019-12-13,us,5bvnqVuq7UFl0txSlHpsfS
152,Christmas (Baby Please Come Home),Darlene Love,2125930,2019-12-06--2019-12-13,us,0jiPKUSdsJNCxMPHjMqptk
153,Hide (feat. Seezyn),Juice WRLD,2109457,2019-12-06--2019-12-13,us,6rz0dTA0PdhXImFV5EjM0w
154,Up All Night,Khalid,2093469,2019-12-06--2019-12-13,us,1mpD5Q8IM32I4bF6eCpU74
155,Pure Water (with Migos),Mustard,2090831,2019-12-06--2019-12-13,us,3j84U36KvLeXNDPv4t5pI8
156,Santa Baby,Ariana Grande,2072303,2019-12-06--2019-12-13,us,6YJdPrH3i2POzu7hdHIRrb
157,LA CANCIÓN,J Balvin,2062666,2019-12-06--2019-12-13,us,0fea68AdmYNygeTGI4RC18
158,One Man Band,Old Dominion,2047336,2019-12-06--2019-12-13,us,08dFHFTx6r67MTsYn5ilDR
159,Moonlight,XXXTENTACION,2028637,2019-12-06--2019-12-13,us,0JP9xo3adEtGSdUEISiszL
160,Fuck Love (feat. Trippie Redd),XXXTENTACION,2017270,2019-12-06--2019-12-13,us,7AQim7LbvFVZJE3O8TYgf2
161,Juicy,Doja Cat,2015455,2019-12-06--2019-12-13,us,7f5trao56t7sB7f14QDTmp
162,"Baby, It's Cold Outside",Dean Martin,2012312,2019-12-06--2019-12-13,us,4MrfQL4TYQXJBlZYpAHTuE
163,You Need To Calm Down,Taylor Swift,1995382,2019-12-06--2019-12-13,us,6RRNNciQGZEXnqk8SQ9yv5
164,Sleigh Ride,The Ronettes,1990211,2019-12-06--2019-12-13,us,1ODZGydlown4VesUP8HLJX
165,Show Yourself,Idina Menzel,1989709,2019-12-06--2019-12-13,us,50WeOnXhM1H7AZEeIDoWfZ
166,Speechless,Dan + Shay,1986416,2019-12-06--2019-12-13,us,3GJ4hzg4lrGwU51Y3VARbF
167,Best Part (feat. Daniel Caesar),H.E.R.,1984201,2019-12-06--2019-12-13,us,4OBZT9EnhYIV17t4pGw7ig
168,The Less I Know The Better,Tame Impala,1983755,2019-12-06--2019-12-13,us,6K4t31amVTZDgR3sKmwUJJ
169,Callaita,Bad Bunny,1982085,2019-12-06--2019-12-13,us,2TH65lNHgvLxCKXM3apjxI
170,XO Tour Llif3,Lil Uzi Vert,1979465,2019-12-06--2019-12-13,us,7GX5flRQZVHRAGd6B4TmDO
171,Tusa,KAROL G,1979090,2019-12-06--2019-12-13,us,7k4t7uLgtOxPwTpFmtJNTY
172,a lot,21 Savage,1971415,2019-12-06--2019-12-13,us,2t8yVaLvJ0RenpXUIAC52d
173,Dancing With A Stranger (with Normani),Sam Smith,1970769,2019-12-06--2019-12-13,us,6Qs4SXO9dwPj5GKvVOv8Ki
174,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,1966845,2019-12-06--2019-12-13,us,1foCxQtxBweJtZmdxhEHVO
175,Envy Me,Calboy,1965408,2019-12-06--2019-12-13,us,7rvyVWja33WG9R97oeJAjx
176,ORANGE SODA,Baby Keem,1960602,2019-12-06--2019-12-13,us,5FkoSXiJPKTNyYgALRJFhD
177,If the World Was Ending - feat. Julia Michaels,JP Saxe,1957144,2019-12-06--2019-12-13,us,2kJwzbxV2ppxnQoYw4GLBZ
178,Joy To The World,Nat King Cole,1950614,2019-12-06--2019-12-13,us,1VuAamHM7P3VQQEXYGG3Uu
179,Mistletoe And Holly - Remastered 1999,Frank Sinatra,1944961,2019-12-06--2019-12-13,us,7faDzZnZYqTyYThx2sbHVQ
180,Somebody,Internet Money,1943088,2019-12-06--2019-12-13,us,735RSTb2xbtWbDtKD9XDYi
181,Faucet Failure,Ski Mask The Slump God,1942097,2019-12-06--2019-12-13,us,1ThmUihH9dF8EV08ku5AXN
182,Love Me More,Trippie Redd,1939951,2019-12-06--2019-12-13,us,6uYgCE2OEulOw5zhHvZsHf
183,wish you were gay,Billie Eilish,1933847,2019-12-06--2019-12-13,us,3Fj47GNK2kUF0uaEDgXLaD
184,Do You Hear What I Hear?,Bing Crosby,1933673,2019-12-06--2019-12-13,us,4EZUcj7c8n9pWIwHqN0DoH
185,goosebumps,Travis Scott,1931613,2019-12-06--2019-12-13,us,6gBFPUFcJLzWGx4lenP6h2
186,Saint-Tropez,Post Malone,1924634,2019-12-06--2019-12-13,us,05mDaV9Vb3wrzjF6OPZnhq
187,Look Back at It,A Boogie Wit da Hoodie,1910964,2019-12-06--2019-12-13,us,3Ol2xnObFdKV9pmRD2t9x8
188,Did It Again,Lil Tecca,1905359,2019-12-06--2019-12-13,us,4guBZjUyrGoHsTahO3IHdj
189,Carol of the Bells,Mykola Dmytrovych Leontovych,1901910,2019-12-06--2019-12-13,us,4tHqQMWSqmL6YjXwsqthDI
190,RITMO (Bad Boys For Life),Black Eyed Peas,1900688,2019-12-06--2019-12-13,us,6cy3ki60hLwimwIje7tALf
191,Santa Claus Is Coming To Town,The Jackson 5,1891745,2019-12-06--2019-12-13,us,4rMWDm28mERZcRPc1f3yir
192,Winter Wonderland,Bing Crosby,1886908,2019-12-06--2019-12-13,us,5VEuraNSVxMTzDTtrmL3lQ
193,"break up with your girlfriend, i'm bored",Ariana Grande,1883691,2019-12-06--2019-12-13,us,4kV4N9D1iKVxx1KLvtTpjS
194,Beautiful Crazy,Luke Combs,1882313,2019-12-06--2019-12-13,us,2rxQMGVafnNaRaXlRMWPde
195,Hollywood's Bleeding,Post Malone,1877772,2019-12-06--2019-12-13,us,7sWRlDoTDX8geTR8zzr2vt
196,Panini - DaBaby Remix,Lil Nas X,1876867,2019-12-06--2019-12-13,us,4SDgTLDYrJ2UrHbkRkg7MD
197,Ophelia,The Lumineers,1872556,2019-12-06--2019-12-13,us,6ZYS6QQxTLsQ6IFXdVx1r4
198,Finally // beautiful stranger,Halsey,1867455,2019-12-06--2019-12-13,us,5YvcUK2eXJ2OllqDuEg18S
199,Saturday Nights,Khalid,1858720,2019-12-06--2019-12-13,us,5kfNriitmkNE8mUbZ7gbq8
200,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,1854011,2019-12-06--2019-12-13,us,07Oz5StQ7GRoygNLaXs2pd
1,Futsal Shuffle 2020,Lil Uzi Vert,13140009,2019-12-13--2019-12-20,us,2Ec33AVlkTTq8BHFgBTdQs
2,ROXANNE,Arizona Zervas,10042318,2019-12-13--2019-12-20,us,696DnlkuDOXcMAnKlTgXXK
3,Adore You,Harry Styles,9569406,2019-12-13--2019-12-20,us,3jjujdWJ72nww5eGnfs2E7
4,Circles,Post Malone,8596586,2019-12-13--2019-12-20,us,21jGcNKet2qwijlDFuPiPb
5,Watermelon Sugar,Harry Styles,8252165,2019-12-13--2019-12-20,us,6UelLqGlWMcVH1E5c4H7lY
6,Bandit (with YoungBoy Never Broke Again),Juice WRLD,7876424,2019-12-13--2019-12-20,us,6Gg1gjgKi2AK4e0qzsR7sd
7,The Box,Roddy Ricch,7752444,2019-12-13--2019-12-20,us,0nbXyq5TXYPCO7pr3N8S4I
8,Falling,Trevor Daniel,7605652,2019-12-13--2019-12-20,us,4TnjEaWOeW0eKTKIEvJyCa
9,BOP,DaBaby,7233489,2019-12-13--2019-12-20,us,6Ozh9Ok6h4Oi1wUSLtBseN
10,All I Want for Christmas Is You,Mariah Carey,6957673,2019-12-13--2019-12-20,us,0bYg9bo50gSsH3LtXe2SQn
11,Falling,Harry Styles,6857840,2019-12-13--2019-12-20,us,1ZMiCix7XSAbfAJlEZWMCp
12,HIGHEST IN THE ROOM,Travis Scott,6525744,2019-12-13--2019-12-20,us,3eekarcy7kvN4yt5ZFzltW
13,Lucid Dreams,Juice WRLD,6470080,2019-12-13--2019-12-20,us,285pBltuF7vW8TeWk8hdRR
14,Lights Up,Harry Styles,6115277,2019-12-13--2019-12-20,us,4jAIqgrPjKLTY9Gbez25Qb
15,Dance Monkey,Tones And I,6082990,2019-12-13--2019-12-20,us,1rgnBhdG2JDFTbYkYRZAku
16,everything i wanted,Billie Eilish,6023398,2019-12-13--2019-12-20,us,3ZCTVFBt2Brf31RLEnCkWJ
17,Heartless,The Weeknd,5950072,2019-12-13--2019-12-20,us,57vxBYXtHMk6H1aD29V7PU
18,Blinding Lights,The Weeknd,5888519,2019-12-13--2019-12-20,us,0sf12qNH5qcw8qpgymFOqD
19,Rockin' Around The Christmas Tree,Brenda Lee,5701557,2019-12-13--2019-12-20,us,2EjXfH91m7f8HiJN1yQg97
20,Cherry,Harry Styles,5680339,2019-12-13--2019-12-20,us,2IOFZdYYkFxEHVz1w34PoL
21,Golden,Harry Styles,5569379,2019-12-13--2019-12-20,us,45S5WTQEGOB1VHr1Q4FuPl
22,Jingle Bell Rock,Bobby Helms,5531497,2019-12-13--2019-12-20,us,3hBXvHLlTHvnbwrPbeoyAj
23,Robbery,Juice WRLD,5328163,2019-12-13--2019-12-20,us,6Hj9jySrnFppAI0sEMCZpJ
24,Someone You Loved,Lewis Capaldi,5163992,2019-12-13--2019-12-20,us,7qEHsqek33rTcFNT9PFqLf
25,My Oh My (feat. DaBaby),Camila Cabello,5141987,2019-12-13--2019-12-20,us,3yOlyBJuViE2YSGn3nVE1K
