,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2387,0.804,0.451,6,-8.207,1,0.0949,0.388,2.17e-05,0.0924,0.19,178.061,audio_features,36c4JohayB9qd64eidQMBi,spotify:track:36c4JohayB9qd64eidQMBi,https://api.spotify.com/v1/tracks/36c4JohayB9qd64eidQMBi,https://api.spotify.com/v1/audio-analysis/36c4JohayB9qd64eidQMBi,251293,4
2388,0.71,0.73,9,-8.381,0,0.0481,0.293,0.105,0.098,0.729,98.015,audio_features,4KAs4IcxluXDFGuV4XCEJa,spotify:track:4KAs4IcxluXDFGuV4XCEJa,https://api.spotify.com/v1/tracks/4KAs4IcxluXDFGuV4XCEJa,https://api.spotify.com/v1/audio-analysis/4KAs4IcxluXDFGuV4XCEJa,250587,4
2389,0.558,0.813,7,-4.669,0,0.0462,0.0036,0.00358,0.179,0.616,154.925,audio_features,6APnYxfLzIg2cejA3v2ljy,spotify:track:6APnYxfLzIg2cejA3v2ljy,https://api.spotify.com/v1/tracks/6APnYxfLzIg2cejA3v2ljy,https://api.spotify.com/v1/audio-analysis/6APnYxfLzIg2cejA3v2ljy,226027,4
2390,0.712,0.907,0,-6.955,1,0.0725,0.324,0.0,0.0912,0.915,88.039,audio_features,417mIx8AHxhE3JpXHEYJmf,spotify:track:417mIx8AHxhE3JpXHEYJmf,https://api.spotify.com/v1/tracks/417mIx8AHxhE3JpXHEYJmf,https://api.spotify.com/v1/audio-analysis/417mIx8AHxhE3JpXHEYJmf,197027,4
2391,0.693,0.603,1,-10.675,0,0.0378,0.0171,0.0112,0.0693,0.823,103.552,audio_features,3s8Anp8dKObIw8Zy8uGgYC,spotify:track:3s8Anp8dKObIw8Zy8uGgYC,https://api.spotify.com/v1/tracks/3s8Anp8dKObIw8Zy8uGgYC,https://api.spotify.com/v1/audio-analysis/3s8Anp8dKObIw8Zy8uGgYC,273133,4
2392,0.757,0.595,9,-8.125,0,0.147,0.375,0.0,0.131,0.811,172.07,audio_features,2lfijqJJ01CrP8QBus9i7N,spotify:track:2lfijqJJ01CrP8QBus9i7N,https://api.spotify.com/v1/tracks/2lfijqJJ01CrP8QBus9i7N,https://api.spotify.com/v1/audio-analysis/2lfijqJJ01CrP8QBus9i7N,238147,4
2393,0.467,0.983,9,-3.443,0,0.153,0.00209,0.105,0.349,0.0833,120.01,audio_features,4pp9Yhne1AavWHck7OzGFD,spotify:track:4pp9Yhne1AavWHck7OzGFD,https://api.spotify.com/v1/tracks/4pp9Yhne1AavWHck7OzGFD,https://api.spotify.com/v1/audio-analysis/4pp9Yhne1AavWHck7OzGFD,321747,4
2394,0.228,0.342,8,-10.252,1,0.0366,0.078,0.843,0.113,0.0622,180.438,audio_features,0Vrtlw4IwCzCzYRdl8FbiZ,spotify:track:0Vrtlw4IwCzCzYRdl8FbiZ,https://api.spotify.com/v1/tracks/0Vrtlw4IwCzCzYRdl8FbiZ,https://api.spotify.com/v1/audio-analysis/0Vrtlw4IwCzCzYRdl8FbiZ,383960,4
2395,0.619,0.248,8,-11.536,0,0.043,0.791,0.0,0.277,0.408,135.873,audio_features,1ZcOL7wAd5dYMjXGHLTTMW,spotify:track:1ZcOL7wAd5dYMjXGHLTTMW,https://api.spotify.com/v1/tracks/1ZcOL7wAd5dYMjXGHLTTMW,https://api.spotify.com/v1/audio-analysis/1ZcOL7wAd5dYMjXGHLTTMW,217060,4
2396,0.68,0.381,11,-10.084,0,0.225,0.862,3.72e-06,0.0985,0.215,71.448,audio_features,16swxXwxPC7Udw4mcsgpvm,spotify:track:16swxXwxPC7Udw4mcsgpvm,https://api.spotify.com/v1/tracks/16swxXwxPC7Udw4mcsgpvm,https://api.spotify.com/v1/audio-analysis/16swxXwxPC7Udw4mcsgpvm,203639,4
2397,0.217,0.146,11,-13.9,1,0.0373,0.901,4.49e-06,0.222,0.0847,75.922,audio_features,0bLRXQaWzmSXRXPmP6JnEF,spotify:track:0bLRXQaWzmSXRXPmP6JnEF,https://api.spotify.com/v1/tracks/0bLRXQaWzmSXRXPmP6JnEF,https://api.spotify.com/v1/audio-analysis/0bLRXQaWzmSXRXPmP6JnEF,331467,4
2398,0.545,0.2,5,-7.627,1,0.0565,0.867,0.0,0.149,0.667,88.679,audio_features,6BGH20po77dhCFUFezieIG,spotify:track:6BGH20po77dhCFUFezieIG,https://api.spotify.com/v1/tracks/6BGH20po77dhCFUFezieIG,https://api.spotify.com/v1/audio-analysis/6BGH20po77dhCFUFezieIG,42960,1
2399,0.604,0.789,5,-6.259,1,0.0273,0.0011,0.83,0.368,0.347,122.024,audio_features,3K94Fd5ZQkPCW8wV6oyk22,spotify:track:3K94Fd5ZQkPCW8wV6oyk22,https://api.spotify.com/v1/tracks/3K94Fd5ZQkPCW8wV6oyk22,https://api.spotify.com/v1/audio-analysis/3K94Fd5ZQkPCW8wV6oyk22,275227,4
2400,0.641,0.451,4,-7.694,1,0.0899,0.507,1.71e-06,0.629,0.612,179.967,audio_features,4He7bzKBaiu7CRz4wGkZzx,spotify:track:4He7bzKBaiu7CRz4wGkZzx,https://api.spotify.com/v1/tracks/4He7bzKBaiu7CRz4wGkZzx,https://api.spotify.com/v1/audio-analysis/4He7bzKBaiu7CRz4wGkZzx,223160,4
2401,0.777,0.771,4,-5.684,0,0.0569,0.317,0.0,0.0576,0.525,101.975,audio_features,34t5rdwXzn5luFscNpab8Z,spotify:track:34t5rdwXzn5luFscNpab8Z,https://api.spotify.com/v1/tracks/34t5rdwXzn5luFscNpab8Z,https://api.spotify.com/v1/audio-analysis/34t5rdwXzn5luFscNpab8Z,265813,4
2402,0.88,0.495,1,-3.476,1,0.0681,0.0148,1.47e-06,0.121,0.47,124.055,audio_features,0OVhQZkNe7lh0fQeH96EFW,spotify:track:0OVhQZkNe7lh0fQeH96EFW,https://api.spotify.com/v1/tracks/0OVhQZkNe7lh0fQeH96EFW,https://api.spotify.com/v1/audio-analysis/0OVhQZkNe7lh0fQeH96EFW,209040,4
2403,0.478,0.353,1,-8.123,1,0.0471,0.565,0.0,0.086,0.262,139.464,audio_features,58uc57PwZkZ6x7K3NyBqvX,spotify:track:58uc57PwZkZ6x7K3NyBqvX,https://api.spotify.com/v1/tracks/58uc57PwZkZ6x7K3NyBqvX,https://api.spotify.com/v1/audio-analysis/58uc57PwZkZ6x7K3NyBqvX,244929,4
2404,0.328,0.498,4,-10.898,0,0.126,0.532,7.94e-05,0.117,0.36,175.918,audio_features,0NG5gJzPHjYeQmqcmqfopN,spotify:track:0NG5gJzPHjYeQmqcmqfopN,https://api.spotify.com/v1/tracks/0NG5gJzPHjYeQmqcmqfopN,https://api.spotify.com/v1/audio-analysis/0NG5gJzPHjYeQmqcmqfopN,240173,4
2405,0.544,0.759,10,-4.839,1,0.121,0.257,6.53e-05,0.35,0.303,150.032,audio_features,5DCaAsjQRLYvvdFUzaYnAz,spotify:track:5DCaAsjQRLYvvdFUzaYnAz,https://api.spotify.com/v1/tracks/5DCaAsjQRLYvvdFUzaYnAz,https://api.spotify.com/v1/audio-analysis/5DCaAsjQRLYvvdFUzaYnAz,184320,4
2406,0.792,0.428,4,-6.931,1,0.0671,0.198,0.0,0.15,0.499,112.067,audio_features,65ACnVMmePTp8Xdk11jP2y,spotify:track:65ACnVMmePTp8Xdk11jP2y,https://api.spotify.com/v1/tracks/65ACnVMmePTp8Xdk11jP2y,https://api.spotify.com/v1/audio-analysis/65ACnVMmePTp8Xdk11jP2y,199053,4
2407,0.634,0.854,4,-2.698,1,0.0525,0.239,7.36e-06,0.335,0.834,95.011,audio_features,0SQN1rxWySXy2K2imvcpTr,spotify:track:0SQN1rxWySXy2K2imvcpTr,https://api.spotify.com/v1/tracks/0SQN1rxWySXy2K2imvcpTr,https://api.spotify.com/v1/audio-analysis/0SQN1rxWySXy2K2imvcpTr,176089,4
2408,0.803,0.857,7,-3.506,1,0.0986,0.136,3.7e-06,0.145,0.598,123.031,audio_features,3CLPi4sGroGACxMrzzHUi0,spotify:track:3CLPi4sGroGACxMrzzHUi0,https://api.spotify.com/v1/tracks/3CLPi4sGroGACxMrzzHUi0,https://api.spotify.com/v1/audio-analysis/3CLPi4sGroGACxMrzzHUi0,174106,4
2409,0.585,0.633,9,-4.944,1,0.1,0.497,0.0,0.145,0.378,101.707,audio_features,5g6FCPU1r3C88vUsFtat16,spotify:track:5g6FCPU1r3C88vUsFtat16,https://api.spotify.com/v1/tracks/5g6FCPU1r3C88vUsFtat16,https://api.spotify.com/v1/audio-analysis/5g6FCPU1r3C88vUsFtat16,193067,4
2410,0.765,0.561,7,-7.448,0,0.086,0.151,0.0,0.183,0.202,135.031,audio_features,2c5D6B8oXAwc6easamdgVA,spotify:track:2c5D6B8oXAwc6easamdgVA,https://api.spotify.com/v1/tracks/2c5D6B8oXAwc6easamdgVA,https://api.spotify.com/v1/audio-analysis/2c5D6B8oXAwc6easamdgVA,273813,4
2411,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,audio_features,7hQJA50XrCWABAu5v6QZ4i,spotify:track:7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/tracks/7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/audio-analysis/7hQJA50XrCWABAu5v6QZ4i,209413,4
2412,0.63,0.884,1,-5.674,1,0.0406,0.000397,1.37e-06,0.206,0.289,110.07,audio_features,3ySU5vwQB33iGulwcUL9qQ,spotify:track:3ySU5vwQB33iGulwcUL9qQ,https://api.spotify.com/v1/tracks/3ySU5vwQB33iGulwcUL9qQ,https://api.spotify.com/v1/audio-analysis/3ySU5vwQB33iGulwcUL9qQ,215547,4
2413,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,audio_features,0Dc7J9VPV4eOInoxUiZrsL,spotify:track:0Dc7J9VPV4eOInoxUiZrsL,https://api.spotify.com/v1/tracks/0Dc7J9VPV4eOInoxUiZrsL,https://api.spotify.com/v1/audio-analysis/0Dc7J9VPV4eOInoxUiZrsL,266840,4
2414,0.565,0.324,4,-9.137,0,0.0342,0.565,2.17e-05,0.381,0.139,77.495,audio_features,1MzaBCyq0TX0ScxSmG6Cd1,spotify:track:1MzaBCyq0TX0ScxSmG6Cd1,https://api.spotify.com/v1/tracks/1MzaBCyq0TX0ScxSmG6Cd1,https://api.spotify.com/v1/audio-analysis/1MzaBCyq0TX0ScxSmG6Cd1,241625,3
2415,0.709,0.6,8,-7.079,0,0.102,0.282,0.0,0.134,0.345,142.02,audio_features,567CrVjCl2p3qmZqMKfOD9,spotify:track:567CrVjCl2p3qmZqMKfOD9,https://api.spotify.com/v1/tracks/567CrVjCl2p3qmZqMKfOD9,https://api.spotify.com/v1/audio-analysis/567CrVjCl2p3qmZqMKfOD9,196672,4
2416,0.445,0.554,7,-5.659,1,0.0572,0.297,0.0,0.421,0.319,182.936,audio_features,5ScdLNd5y68lR4H2KimJ4d,spotify:track:5ScdLNd5y68lR4H2KimJ4d,https://api.spotify.com/v1/tracks/5ScdLNd5y68lR4H2KimJ4d,https://api.spotify.com/v1/audio-analysis/5ScdLNd5y68lR4H2KimJ4d,193827,3
